_id,Date,Gender,Race,Age at Booking,Current Age
24947,2018-08-16,M,W,34,35
24948,2018-08-16,M,B,48,49
24949,2018-08-16,M,W,39,40
24950,2018-08-16,M,W,26,27
24951,2018-08-16,M,W,42,42
24952,2018-08-16,M,W,18,19
24953,2018-08-16,M,B,27,27
24954,2018-08-16,M,W,21,21
24955,2018-08-16,M,B,26,26
24956,2018-08-16,M,B,31,31
24957,2018-08-16,M,B,41,41
24958,2018-08-16,M,W,21,22
24959,2018-08-16,M,W,32,32
24960,2018-08-16,M,B,45,45
24961,2018-08-16,M,W,38,38
24962,2018-08-16,M,B,29,30
24963,2018-08-16,M,B,42,42
24964,2018-08-16,M,B,28,28
24965,2018-08-16,M,B,26,27
24966,2018-08-16,M,W,24,24
24967,2018-08-16,M,W,37,37
24968,2018-08-16,M,B,50,50
24969,2018-08-16,M,x,48,49
24970,2018-08-16,M,B,50,50
24971,2018-08-16,M,B,33,34
24972,2018-08-16,M,B,30,31
24973,2018-08-16,M,B,22,23
24974,2018-08-16,M,B,54,54
24975,2018-08-16,M,B,24,24
24976,2018-08-16,M,W,27,27
24977,2018-08-16,M,W,39,40
24978,2018-08-16,M,W,32,33
24979,2018-08-16,M,W,27,28
24980,2018-08-16,M,B,36,36
24981,2018-08-16,M,W,46,47
24982,2018-08-16,M,W,57,57
24983,2018-08-16,M,B,27,27
24984,2018-08-16,M,W,50,50
24985,2018-08-16,M,W,41,41
24986,2018-08-16,M,W,46,50
24987,2018-08-16,M,W,63,65
24988,2018-08-16,M,W,60,63
24989,2018-08-16,M,B,23,25
24990,2018-08-16,M,B,33,35
24991,2018-08-16,M,B,42,44
24992,2018-08-16,M,B,33,34
24993,2018-08-16,M,W,48,50
24994,2018-08-16,M,B,26,27
24995,2018-08-16,M,B,30,31
24996,2018-08-16,M,W,31,32
24997,2018-08-16,M,B,26,26
24998,2018-08-16,M,W,24,25
24999,2018-08-16,M,B,38,39
25000,2018-08-16,M,B,24,25
25001,2018-08-16,M,W,58,59
25002,2018-08-16,M,B,42,43
25003,2018-08-16,M,B,24,25
25004,2018-08-16,M,W,33,33
25005,2018-08-16,M,B,42,42
25006,2018-08-16,M,B,55,56
25007,2018-08-16,M,W,31,31
25008,2018-08-16,M,B,31,31
25009,2018-08-16,M,W,27,27
25010,2018-08-16,M,B,22,23
25011,2018-08-16,M,B,37,38
25012,2018-08-16,M,W,33,33
25013,2018-08-16,M,B,54,54
25014,2018-08-16,M,W,68,68
25015,2018-08-16,M,B,24,24
25016,2018-08-16,M,B,31,31
25017,2018-08-16,M,W,25,26
25018,2018-08-16,M,B,55,55
25019,2018-08-16,M,W,51,51
25020,2018-08-16,M,B,56,56
25021,2018-08-16,M,B,31,32
25022,2018-08-16,M,B,28,28
25023,2018-08-16,M,W,27,27
25024,2018-08-16,M,W,50,51
25025,2018-08-16,M,B,27,27
25026,2018-08-16,M,B,41,41
25027,2018-08-16,M,W,23,23
25028,2018-08-16,M,W,68,68
25029,2018-08-16,M,B,18,18
25030,2018-08-16,M,B,28,28
25031,2018-08-16,M,B,24,24
25032,2018-08-16,M,B,23,23
25033,2018-08-16,M,W,47,47
25034,2018-08-16,M,B,61,61
25035,2018-08-16,M,W,20,20
25036,2018-08-16,M,W,25,25
25037,2018-08-16,M,B,37,37
25038,2018-08-16,M,B,31,31
25039,2018-08-16,M,B,44,44
25040,2018-08-16,M,W,27,27
25041,2018-08-16,M,W,61,61
25042,2018-08-16,F,W,49,50
25043,2018-08-16,F,W,47,48
25044,2018-08-16,F,W,41,42
25045,2018-08-16,F,W,27,27
25046,2018-08-16,F,B,58,59
25047,2018-08-16,F,B,43,43
25048,2018-08-16,F,W,52,52
25049,2018-08-16,F,W,23,23
25050,2018-08-16,F,B,37,37
25051,2018-08-16,F,B,27,28
25052,2018-08-16,F,W,41,41
25053,2018-08-16,F,W,30,30
25054,2018-08-16,F,B,42,42
25055,2018-08-16,F,B,33,33
25056,2018-08-16,F,W,39,39
25057,2018-08-16,F,W,29,30
25058,2018-08-16,F,W,32,32
25059,2018-08-16,F,W,52,52
25060,2018-08-16,F,B,45,45
25061,2018-08-16,F,B,29,29
25062,2018-08-16,F,W,27,29
25063,2018-08-16,F,B,48,49
25064,2018-08-16,F,W,26,27
25065,2018-08-16,F,B,26,26
25066,2018-08-16,F,B,35,36
25067,2018-08-16,F,W,20,21
25068,2018-08-16,F,W,64,64
25069,2018-08-16,F,B,26,26
25070,2018-08-16,F,B,35,35
25071,2018-08-16,F,W,67,67
25072,2018-08-16,F,W,44,44
25073,2018-08-16,F,B,31,31
25074,2018-08-16,F,W,53,53
25075,2018-08-16,F,B,32,32
25076,2018-08-16,F,W,33,33
25077,2018-08-16,F,B,32,32
25078,2018-08-16,F,B,23,23
25079,2018-08-16,F,W,28,28
25080,2018-08-16,F,W,28,28
25081,2018-08-16,F,W,47,47
25082,2018-08-16,F,B,57,57
25083,2018-08-16,M,B,19,24
25084,2018-08-16,M,B,34,37
25085,2018-08-16,M,B,29,32
25086,2018-08-16,M,B,22,25
25087,2018-08-16,M,B,21,24
25088,2018-08-16,M,B,32,35
25089,2018-08-16,M,B,22,25
25090,2018-08-16,M,W,18,20
25091,2018-08-16,M,B,29,30
25092,2018-08-16,M,B,20,21
25093,2018-08-16,M,B,21,23
25094,2018-08-16,M,B,22,24
25095,2018-08-16,M,B,18,20
25096,2018-08-16,M,B,53,54
25097,2018-08-16,M,B,24,25
25098,2018-08-16,M,B,37,38
25099,2018-08-16,M,B,35,36
25100,2018-08-16,M,B,52,53
25101,2018-08-16,M,W,36,37
25102,2018-08-16,M,B,21,22
25103,2018-08-16,M,B,23,24
25104,2018-08-16,M,B,20,21
25105,2018-08-16,M,B,27,28
25106,2018-08-16,M,B,20,22
25107,2018-08-16,M,B,23,24
25108,2018-08-16,M,B,24,25
25109,2018-08-16,M,B,21,22
25110,2018-08-16,M,B,31,32
25111,2018-08-16,M,B,36,37
25112,2018-08-16,M,B,20,21
25113,2018-08-16,M,B,28,29
25114,2018-08-16,M,B,23,24
25115,2018-08-16,M,B,20,21
25116,2018-08-16,M,B,21,22
25117,2018-08-16,M,B,26,27
25118,2018-08-16,M,B,23,24
25119,2018-08-16,M,B,27,28
25120,2018-08-16,M,B,19,20
25121,2018-08-16,M,B,25,26
25122,2018-08-16,M,B,31,32
25123,2018-08-16,M,B,19,20
25124,2018-08-16,M,B,24,24
25125,2018-08-16,M,B,19,20
25126,2018-08-16,M,W,32,32
25127,2018-08-16,M,B,24,24
25128,2018-08-16,M,B,21,21
25129,2018-08-16,M,B,20,21
25130,2018-08-16,M,B,26,27
25131,2018-08-16,M,B,23,23
25132,2018-08-16,M,B,25,25
25133,2018-08-16,M,B,20,20
25134,2018-08-16,M,B,26,26
25135,2018-08-16,M,B,42,43
25136,2018-08-16,M,B,34,35
25137,2018-08-16,M,W,32,33
25138,2018-08-16,M,B,22,22
25139,2018-08-16,M,B,37,37
25140,2018-08-16,M,B,29,29
25141,2018-08-16,M,x,20,20
25142,2018-08-16,M,B,22,23
25143,2018-08-16,M,B,22,22
25144,2018-08-16,M,B,23,23
25145,2018-08-16,M,B,32,32
25146,2018-08-16,M,B,30,30
25147,2018-08-16,M,H,54,54
25148,2018-08-16,M,B,23,23
25149,2018-08-16,M,W,34,34
25150,2018-08-16,M,B,29,29
25151,2018-08-16,M,B,27,27
25152,2018-08-16,M,B,59,59
25153,2018-08-16,M,B,30,30
25154,2018-08-16,M,B,50,50
25155,2018-08-16,M,B,25,25
25156,2018-08-16,M,B,24,24
25157,2018-08-16,M,B,32,32
25158,2018-08-16,M,B,28,28
25159,2018-08-16,M,B,32,32
25160,2018-08-16,M,B,28,28
25161,2018-08-16,M,B,20,20
25162,2018-08-16,M,B,21,21
25163,2018-08-16,M,B,28,28
25164,2018-08-16,M,W,28,28
25165,2018-08-16,M,B,20,20
25166,2018-08-16,M,W,46,46
25167,2018-08-16,M,B,26,26
25168,2018-08-16,M,B,29,31
25169,2018-08-16,M,B,20,22
25170,2018-08-16,M,B,20,21
25171,2018-08-16,M,B,26,27
25172,2018-08-16,M,B,20,21
25173,2018-08-16,M,B,21,22
25174,2018-08-16,M,B,21,22
25175,2018-08-16,M,B,23,24
25176,2018-08-16,M,B,31,32
25177,2018-08-16,M,B,19,20
25178,2018-08-16,M,B,25,26
25179,2018-08-16,M,B,39,40
25180,2018-08-16,M,B,23,24
25181,2018-08-16,M,B,23,25
25182,2018-08-16,M,B,27,28
25183,2018-08-16,M,B,37,38
25184,2018-08-16,M,B,28,30
25185,2018-08-16,M,B,39,40
25186,2018-08-16,M,B,24,25
25187,2018-08-16,M,B,28,29
25188,2018-08-16,M,B,18,19
25189,2018-08-16,M,U,67,67
25190,2018-08-16,M,W,33,34
25191,2018-08-16,M,B,20,20
25192,2018-08-16,M,B,36,37
25193,2018-08-16,M,W,21,22
25194,2018-08-16,M,B,26,27
25195,2018-08-16,M,B,22,23
25196,2018-08-16,M,B,23,24
25197,2018-08-16,M,B,36,37
25198,2018-08-16,M,B,61,62
25199,2018-08-16,M,B,30,30
25200,2018-08-16,M,B,30,30
25201,2018-08-16,M,B,34,34
25202,2018-08-16,M,B,45,46
25203,2018-08-16,M,B,22,23
25204,2018-08-16,M,B,24,25
25205,2018-08-16,M,B,31,31
25206,2018-08-16,M,B,21,21
25207,2018-08-16,M,B,31,32
25208,2018-08-16,M,B,32,32
25209,2018-08-16,M,B,21,21
25210,2018-08-16,M,B,21,21
25211,2018-08-16,M,W,48,48
25212,2018-08-16,M,B,22,23
25213,2018-08-16,M,B,22,22
25214,2018-08-16,M,B,24,25
25215,2018-08-16,M,B,22,23
25216,2018-08-16,M,B,23,23
25217,2018-08-16,M,B,24,24
25218,2018-08-16,M,B,31,31
25219,2018-08-16,M,B,23,23
25220,2018-08-16,M,B,20,20
25221,2018-08-16,M,B,26,27
25222,2018-08-16,M,B,27,27
25223,2018-08-16,M,B,29,29
25224,2018-08-16,M,B,25,25
25225,2018-08-16,M,B,22,23
25226,2018-08-16,M,B,24,24
25227,2018-08-16,M,B,21,22
25228,2018-08-16,M,W,40,41
25229,2018-08-16,M,B,24,24
25230,2018-08-16,M,B,29,30
25231,2018-08-16,M,B,36,36
25232,2018-08-16,M,B,27,27
25233,2018-08-16,M,B,36,37
25234,2018-08-16,M,A,40,40
25235,2018-08-16,M,B,28,28
25236,2018-08-16,M,B,34,34
25237,2018-08-16,M,B,20,20
25238,2018-08-16,M,B,37,37
25239,2018-08-16,M,B,28,28
25240,2018-08-16,M,B,58,58
25241,2018-08-16,M,B,28,28
25242,2018-08-16,M,B,29,29
25243,2018-08-16,M,B,29,29
25244,2018-08-16,M,U,19,19
25245,2018-08-16,M,B,26,26
25246,2018-08-16,M,U,28,28
25247,2018-08-16,M,B,18,23
25248,2018-08-16,M,B,60,62
25249,2018-08-16,M,B,25,27
25250,2018-08-16,M,B,29,31
25251,2018-08-16,M,W,22,24
25252,2018-08-16,M,W,22,24
25253,2018-08-16,M,B,16,18
25254,2018-08-16,M,W,21,23
25255,2018-08-16,M,W,49,50
25256,2018-08-16,M,W,25,27
25257,2018-08-16,M,W,21,22
25258,2018-08-16,M,W,35,36
25259,2018-08-16,M,W,48,50
25260,2018-08-16,M,B,31,32
25261,2018-08-16,M,B,34,35
25262,2018-08-16,M,B,62,63
25263,2018-08-16,M,W,44,46
25264,2018-08-16,M,W,50,51
25265,2018-08-16,M,W,54,54
25266,2018-08-16,M,B,31,32
25267,2018-08-16,M,W,65,65
25268,2018-08-16,M,W,35,36
25269,2018-08-16,M,B,30,30
25270,2018-08-16,M,B,23,24
25271,2018-08-16,M,B,31,32
25272,2018-08-16,M,B,23,24
25273,2018-08-16,M,W,48,49
25274,2018-08-16,M,B,33,34
25275,2018-08-16,M,B,50,51
25276,2018-08-16,M,B,19,20
25277,2018-08-16,M,B,23,23
25278,2018-08-16,M,B,21,21
25279,2018-08-16,M,W,42,42
25280,2018-08-16,M,W,30,30
25281,2018-08-16,M,B,27,27
25282,2018-08-16,M,A,24,24
25283,2018-08-16,M,W,39,40
25284,2018-08-16,M,W,28,28
25285,2018-08-16,M,B,36,37
25286,2018-08-16,M,B,35,36
25287,2018-08-16,M,W,22,22
25288,2018-08-16,M,W,33,34
25289,2018-08-16,M,W,44,44
25290,2018-08-16,M,W,31,31
25291,2018-08-16,M,W,21,21
25292,2018-08-16,M,W,36,36
25293,2018-08-16,M,W,44,44
25294,2018-08-16,M,W,29,29
25295,2018-08-16,M,B,26,26
25296,2018-08-16,M,B,24,24
25297,2018-08-16,M,W,24,24
25298,2018-08-16,M,W,28,28
25299,2018-08-16,M,B,25,25
25300,2018-08-16,M,W,32,32
25301,2018-08-16,M,W,47,47
25302,2018-08-16,M,B,19,19
25303,2018-08-16,M,W,35,35
25304,2018-08-16,M,W,33,34
25305,2018-08-16,M,B,24,24
25306,2018-08-16,M,W,53,53
25307,2018-08-16,M,B,45,45
25308,2018-08-16,M,B,38,38
25309,2018-08-16,M,B,56,56
25310,2018-08-16,M,W,28,28
25311,2018-08-16,M,B,22,22
25312,2018-08-16,M,B,36,36
25313,2018-08-16,M,B,51,51
25314,2018-08-16,M,B,56,62
25315,2018-08-16,M,W,33,37
25316,2018-08-16,M,B,20,23
25317,2018-08-16,M,B,25,28
25318,2018-08-16,M,B,17,20
25319,2018-08-16,M,B,61,63
25320,2018-08-16,M,W,30,33
25321,2018-08-16,M,B,37,39
25322,2018-08-16,M,B,24,26
25323,2018-08-16,M,B,48,49
25324,2018-08-16,M,B,31,32
25325,2018-08-16,M,W,19,20
25326,2018-08-16,M,W,51,53
25327,2018-08-16,M,B,34,35
25328,2018-08-16,M,W,30,31
25329,2018-08-16,M,B,25,26
25330,2018-08-16,M,W,35,36
25331,2018-08-16,M,B,29,30
25332,2018-08-16,M,B,25,26
25333,2018-08-16,M,W,29,30
25334,2018-08-16,M,W,59,60
25335,2018-08-16,M,B,23,24
25336,2018-08-16,M,B,19,20
25337,2018-08-16,M,W,37,38
25338,2018-08-16,M,B,21,21
25339,2018-08-16,M,W,30,30
25340,2018-08-16,M,W,31,32
25341,2018-08-16,M,W,43,44
25342,2018-08-16,M,W,64,65
25343,2018-08-16,M,B,48,49
25344,2018-08-16,M,W,46,46
25345,2018-08-16,M,B,19,19
25346,2018-08-16,M,B,31,32
25347,2018-08-16,M,H,50,51
25348,2018-08-16,M,B,23,24
25349,2018-08-16,M,B,27,27
25350,2018-08-16,M,W,44,45
25351,2018-08-16,M,B,19,20
25352,2018-08-16,M,B,26,26
25353,2018-08-16,M,W,25,26
25354,2018-08-16,M,B,21,21
25355,2018-08-16,M,B,22,22
25356,2018-08-16,M,W,22,22
25357,2018-08-16,M,W,24,24
25358,2018-08-16,M,W,32,32
25359,2018-08-16,M,B,30,30
25360,2018-08-16,M,B,22,22
25361,2018-08-16,M,B,22,22
25362,2018-08-16,M,B,24,24
25363,2018-08-16,M,W,29,29
25364,2018-08-16,M,W,26,27
25365,2018-08-16,M,B,20,20
25366,2018-08-16,M,B,18,18
25367,2018-08-16,M,W,26,26
25368,2018-08-16,M,W,63,63
25369,2018-08-16,M,W,21,21
25370,2018-08-16,M,B,50,50
25371,2018-08-16,M,B,24,24
25372,2018-08-16,M,B,22,25
25373,2018-08-16,M,B,28,31
25374,2018-08-16,M,B,19,22
25375,2018-08-16,M,B,29,31
25376,2018-08-16,M,B,22,24
25377,2018-08-16,M,B,26,28
25378,2018-08-16,M,B,23,24
25379,2018-08-16,M,B,28,30
25380,2018-08-16,M,B,23,25
25381,2018-08-16,M,B,25,26
25382,2018-08-16,M,B,26,27
25383,2018-08-16,M,B,34,35
25384,2018-08-16,M,B,25,27
25385,2018-08-16,M,B,42,43
25386,2018-08-16,M,W,28,29
25387,2018-08-16,M,B,23,24
25388,2018-08-16,M,B,25,26
25389,2018-08-16,M,B,18,19
25390,2018-08-16,M,B,25,26
25391,2018-08-16,M,B,41,42
25392,2018-08-16,M,B,23,24
25393,2018-08-16,M,B,23,24
25394,2018-08-16,M,B,25,25
25395,2018-08-16,M,B,25,26
25396,2018-08-16,M,B,33,34
25397,2018-08-16,M,B,38,39
25398,2018-08-16,M,B,28,29
25399,2018-08-16,M,W,59,59
25400,2018-08-16,M,B,28,29
25401,2018-08-16,M,W,23,24
25402,2018-08-16,M,B,21,22
25403,2018-08-16,M,B,42,42
25404,2018-08-16,M,B,36,37
25405,2018-08-16,M,B,21,22
25406,2018-08-16,M,W,23,24
25407,2018-08-16,M,W,24,25
25408,2018-08-16,M,W,35,36
25409,2018-08-16,M,B,28,29
25410,2018-08-16,M,B,22,22
25411,2018-08-16,M,B,26,26
25412,2018-08-16,M,B,37,37
25413,2018-08-16,M,B,36,37
25414,2018-08-16,M,W,20,21
25415,2018-08-16,M,B,21,21
25416,2018-08-16,M,B,25,26
25417,2018-08-16,M,B,35,36
25418,2018-08-16,M,B,30,30
25419,2018-08-16,M,B,33,33
25420,2018-08-16,M,B,27,28
25421,2018-08-16,M,B,24,24
25422,2018-08-16,M,W,42,42
25423,2018-08-16,M,B,37,37
25424,2018-08-16,M,B,25,26
25425,2018-08-16,M,A,43,43
25426,2018-08-16,M,B,20,20
25427,2018-08-16,M,B,25,25
25428,2018-08-16,M,B,25,25
25429,2018-08-16,M,B,22,23
25430,2018-08-16,M,B,38,38
25431,2018-08-16,M,B,21,21
25432,2018-08-16,M,W,56,56
25433,2018-08-16,M,B,23,23
25434,2018-08-16,M,B,29,29
25435,2018-08-16,M,B,28,28
25436,2018-08-16,M,B,22,22
25437,2018-08-16,M,B,25,25
25438,2018-08-16,M,B,30,33
25439,2018-08-16,M,B,23,26
25440,2018-08-16,M,B,17,20
25441,2018-08-16,M,B,27,29
25442,2018-08-16,M,B,26,28
25443,2018-08-16,M,B,21,23
25444,2018-08-16,M,B,30,32
25445,2018-08-16,M,B,28,29
25446,2018-08-16,M,B,16,18
25447,2018-08-16,M,W,23,25
25448,2018-08-16,M,B,53,54
25449,2018-08-16,M,W,23,25
25450,2018-08-16,M,B,56,57
25451,2018-08-16,M,B,23,24
25452,2018-08-16,M,B,25,26
25453,2018-08-16,M,B,43,44
25454,2018-08-16,M,B,38,39
25455,2018-08-16,M,B,33,34
25456,2018-08-16,M,B,23,24
25457,2018-08-16,M,B,21,22
25458,2018-08-16,M,W,62,63
25459,2018-08-16,M,B,24,25
25460,2018-08-16,M,B,31,32
25461,2018-08-16,M,B,31,32
25462,2018-08-16,M,B,24,25
25463,2018-08-16,M,B,20,21
25464,2018-08-16,M,W,36,36
25465,2018-08-16,M,B,34,35
25466,2018-08-16,M,B,26,27
25467,2018-08-16,M,B,21,21
25468,2018-08-16,M,B,30,31
25469,2018-08-16,M,W,52,53
25470,2018-08-16,M,B,27,27
25471,2018-08-16,M,B,41,41
25472,2018-08-16,M,B,30,31
25473,2018-08-16,M,B,21,21
25474,2018-08-16,M,B,25,26
25475,2018-08-16,M,W,36,36
25476,2018-08-16,M,W,34,35
25477,2018-08-16,M,B,26,26
25478,2018-08-16,M,B,18,18
25479,2018-08-16,M,B,28,28
25480,2018-08-16,M,W,41,41
25481,2018-08-16,M,B,38,39
25482,2018-08-16,M,B,48,48
25483,2018-08-16,M,B,31,31
25484,2018-08-16,M,W,45,45
25485,2018-08-16,M,B,23,23
25486,2018-08-16,M,x,26,26
25487,2018-08-16,M,W,36,36
25488,2018-08-16,M,B,31,31
25489,2018-08-16,M,B,30,30
25490,2018-08-16,M,B,39,39
25491,2018-08-16,M,B,41,41
25492,2018-08-16,M,W,51,51
25493,2018-08-16,M,B,32,32
25494,2018-08-16,M,B,33,33
25495,2018-08-16,M,B,36,39
25496,2018-08-16,M,B,26,28
25497,2018-08-16,M,B,53,55
25498,2018-08-16,M,B,44,45
25499,2018-08-16,M,B,20,22
25500,2018-08-16,M,B,19,21
25501,2018-08-16,M,W,31,32
25502,2018-08-16,M,B,19,20
25503,2018-08-16,M,B,24,25
25504,2018-08-16,M,B,39,39
25505,2018-08-16,M,B,18,19
25506,2018-08-16,M,B,30,31
25507,2018-08-16,M,B,20,21
25508,2018-08-16,M,B,29,30
25509,2018-08-16,M,W,48,48
25510,2018-08-16,M,B,27,27
25511,2018-08-16,M,B,32,33
25512,2018-08-16,M,B,45,46
25513,2018-08-16,M,B,21,21
25514,2018-08-16,M,B,27,27
25515,2018-08-16,M,B,20,20
25516,2018-08-16,M,B,23,23
25517,2018-08-16,M,B,19,19
25518,2018-08-16,M,B,28,28
25519,2018-08-16,M,B,18,18
25520,2018-08-16,M,B,19,19
25521,2018-08-16,M,B,19,19
25522,2018-08-16,M,W,52,52
25523,2018-08-16,M,B,28,28
25524,2018-08-16,M,W,26,27
25525,2018-08-16,M,B,24,24
25526,2018-08-16,M,B,54,54
25527,2018-08-16,M,W,22,22
25528,2018-08-16,M,B,19,19
25529,2018-08-16,M,B,23,23
25530,2018-08-16,M,B,21,22
25531,2018-08-16,M,B,20,20
25532,2018-08-16,M,B,50,50
25533,2018-08-16,M,x,24,24
25534,2018-08-16,M,W,21,21
25535,2018-08-16,M,W,33,34
25536,2018-08-16,M,B,19,19
25537,2018-08-16,M,W,38,38
25538,2018-08-16,M,B,23,23
25539,2018-08-16,M,W,40,40
25540,2018-08-16,M,B,35,35
25541,2018-08-16,M,B,33,33
25542,2018-08-16,M,B,43,43
25543,2018-08-16,M,B,35,35
25544,2018-08-16,M,W,26,26
25545,2018-08-16,F,W,36,36
25546,2018-08-16,F,W,63,63
25547,2018-08-16,M,B,55,55
25548,2018-08-16,M,B,19,19
25549,2018-08-16,M,B,32,32
25550,2018-08-16,M,W,27,27
25551,2018-08-16,M,B,30,30
25552,2018-08-16,M,W,60,60
25553,2018-08-16,M,B,18,18
25554,2018-08-16,M,B,27,27
25555,2018-08-16,M,B,36,36
25556,2018-08-16,M,B,33,33
25557,2018-08-16,M,B,41,41
25558,2018-08-16,M,W,41,41
25559,2018-08-16,F,W,31,31
25560,2018-08-16,F,W,29,29
25561,2018-08-17,M,B,26,28
25562,2018-08-17,M,B,25,27
25563,2018-08-17,M,B,33,34
25564,2018-08-17,M,B,21,22
25565,2018-08-17,M,W,30,31
25566,2018-08-17,M,W,24,25
25567,2018-08-17,M,W,37,39
25568,2018-08-17,M,B,24,25
25569,2018-08-17,M,B,46,47
25570,2018-08-17,M,B,40,41
25571,2018-08-17,M,W,25,26
25572,2018-08-17,M,W,45,46
25573,2018-08-17,M,W,38,39
25574,2018-08-17,M,B,21,21
25575,2018-08-17,M,W,42,42
25576,2018-08-17,M,W,42,43
25577,2018-08-17,M,B,44,45
25578,2018-08-17,M,W,34,35
25579,2018-08-17,M,B,21,22
25580,2018-08-17,M,B,25,26
25581,2018-08-17,M,B,41,42
25582,2018-08-17,M,W,45,46
25583,2018-08-17,M,B,40,41
25584,2018-08-17,M,B,23,23
25585,2018-08-17,M,W,25,26
25586,2018-08-17,M,B,44,44
25587,2018-08-17,M,W,33,34
25588,2018-08-17,M,W,52,52
25589,2018-08-17,M,B,56,56
25590,2018-08-17,M,W,20,21
25591,2018-08-17,M,B,60,61
25592,2018-08-17,M,B,31,31
25593,2018-08-17,M,B,23,24
25594,2018-08-17,M,B,31,32
25595,2018-08-17,M,B,45,45
25596,2018-08-17,M,B,21,21
25597,2018-08-17,M,B,23,24
25598,2018-08-17,M,W,34,34
25599,2018-08-17,M,x,21,21
25600,2018-08-17,M,B,62,62
25601,2018-08-17,M,B,27,27
25602,2018-08-17,M,W,26,26
25603,2018-08-17,M,W,33,34
25604,2018-08-17,M,W,26,26
25605,2018-08-17,M,B,20,21
25606,2018-08-17,M,W,34,35
25607,2018-08-17,M,B,46,46
25608,2018-08-17,M,W,30,30
25609,2018-08-17,M,W,39,39
25610,2018-08-17,M,W,45,45
25611,2018-08-17,M,W,32,32
25612,2018-08-17,M,W,59,59
25613,2018-08-17,M,W,25,25
25614,2018-08-17,M,B,37,38
25615,2018-08-17,M,B,24,25
25616,2018-08-17,M,W,35,35
25617,2018-08-17,M,B,40,40
25618,2018-08-17,M,B,27,27
25619,2018-08-17,M,W,33,34
25620,2018-08-17,M,B,38,38
25621,2018-08-17,M,B,29,29
25622,2018-08-17,M,W,31,32
25623,2018-08-17,M,B,49,50
25624,2018-08-17,M,W,52,53
25625,2018-08-17,M,W,32,32
25626,2018-08-17,M,W,31,31
25627,2018-08-17,M,B,33,33
25628,2018-08-17,M,B,51,51
25629,2018-08-17,M,x,39,39
25630,2018-08-17,M,B,23,23
25631,2018-08-17,M,W,27,27
25632,2018-08-17,M,W,23,23
25633,2018-08-17,M,W,51,52
25634,2018-08-17,M,B,27,27
25635,2018-08-17,M,W,29,29
25636,2018-08-17,M,W,25,25
25637,2018-08-17,M,W,35,35
25638,2018-08-17,M,W,27,27
25639,2018-08-17,M,W,21,21
25640,2018-08-17,M,W,39,39
25641,2018-08-17,M,H,24,24
25642,2018-08-17,M,W,26,26
25643,2018-08-17,M,W,36,36
25644,2018-08-17,M,W,33,33
25645,2018-08-17,M,W,47,47
25646,2018-08-17,M,x,21,21
25647,2018-08-17,M,B,39,39
25648,2018-08-17,M,W,45,46
25649,2018-08-17,M,B,20,20
25650,2018-08-17,M,B,29,29
25651,2018-08-17,M,W,36,36
25652,2018-08-17,M,W,42,42
25653,2018-08-17,M,W,44,44
25654,2018-08-17,M,W,26,26
25655,2018-08-17,M,B,26,26
25656,2018-08-17,M,B,28,30
25657,2018-08-17,M,B,16,18
25658,2018-08-17,M,B,21,23
25659,2018-08-17,M,B,37,39
25660,2018-08-17,M,W,43,45
25661,2018-08-17,M,B,22,24
25662,2018-08-17,M,B,21,23
25663,2018-08-17,M,B,29,30
25664,2018-08-17,M,B,17,18
25665,2018-08-17,M,B,28,29
25666,2018-08-17,M,B,20,21
25667,2018-08-17,M,B,29,30
25668,2018-08-17,M,B,36,37
25669,2018-08-17,M,B,25,26
25670,2018-08-17,M,B,32,33
25671,2018-08-17,M,B,30,31
25672,2018-08-17,M,W,19,20
25673,2018-08-17,M,B,21,22
25674,2018-08-17,M,B,26,27
25675,2018-08-17,M,W,36,37
25676,2018-08-17,M,W,29,30
25677,2018-08-17,M,B,44,45
25678,2018-08-17,M,B,27,28
25679,2018-08-17,M,B,31,31
25680,2018-08-17,M,B,17,18
25681,2018-08-17,M,B,40,41
25682,2018-08-17,M,B,29,30
25683,2018-08-17,M,B,28,29
25684,2018-08-17,M,B,26,27
25685,2018-08-17,M,B,28,29
25686,2018-08-17,M,B,33,33
25687,2018-08-17,M,B,17,18
25688,2018-08-17,M,W,42,42
25689,2018-08-17,M,W,35,36
25690,2018-08-17,M,B,26,26
25691,2018-08-17,M,W,31,32
25692,2018-08-17,M,B,20,21
25693,2018-08-17,M,W,22,23
25694,2018-08-17,M,W,34,35
25695,2018-08-17,M,B,22,22
25696,2018-08-17,M,B,29,29
25697,2018-08-17,M,B,24,24
25698,2018-08-17,M,B,37,37
25699,2018-08-17,M,B,24,25
25700,2018-08-17,M,W,21,21
25701,2018-08-17,M,W,31,32
25702,2018-08-17,M,B,49,50
25703,2018-08-17,M,B,29,29
25704,2018-08-17,M,B,31,31
25705,2018-08-17,M,B,19,19
25706,2018-08-17,M,W,45,45
25707,2018-08-17,M,B,26,26
25708,2018-08-17,M,B,35,35
25709,2018-08-17,M,B,36,36
25710,2018-08-17,M,W,30,30
25711,2018-08-17,M,B,31,31
25712,2018-08-17,M,B,25,25
25713,2018-08-17,M,B,24,24
25714,2018-08-17,M,B,29,30
25715,2018-08-17,M,B,27,27
25716,2018-08-17,M,B,22,22
25717,2018-08-17,M,B,26,26
25718,2018-08-17,M,B,15,17
25719,2018-08-17,M,B,15,17
25720,2018-08-17,M,W,16,17
25721,2018-08-17,M,B,16,17
25722,2018-08-17,M,B,17,17
