_id,Date,Gender,Race,Age at Booking,Current Age
3949,2018-08-07,M,B,41,41
3950,2018-08-07,M,W,52,52
3951,2018-08-07,M,W,46,46
3952,2018-08-07,M,B,61,61
3953,2018-08-07,M,B,29,29
3954,2018-08-07,M,B,53,53
3955,2018-08-07,M,W,38,38
3956,2018-08-07,M,W,57,57
3957,2018-08-07,M,W,20,20
3958,2018-08-07,M,W,32,32
3959,2018-08-07,M,W,39,39
3960,2018-08-07,M,B,27,29
3961,2018-08-07,M,B,29,30
3962,2018-08-07,M,W,30,31
3963,2018-08-07,M,B,59,60
3964,2018-08-07,M,W,26,27
3965,2018-08-07,M,W,30,31
3966,2018-08-07,M,W,48,49
3967,2018-08-07,M,B,30,31
3968,2018-08-07,M,B,39,39
3969,2018-08-07,M,B,29,29
3970,2018-08-07,M,B,28,28
3971,2018-08-07,M,B,27,27
3972,2018-08-07,M,B,37,37
3973,2018-08-07,M,B,21,21
3974,2018-08-07,M,B,24,25
3975,2018-08-07,M,B,20,20
3976,2018-08-07,M,W,60,60
3977,2018-08-07,M,B,49,49
3978,2018-08-07,M,B,23,23
3979,2018-08-07,M,W,52,52
3980,2018-08-07,M,W,52,53
3981,2018-08-07,M,W,50,50
3982,2018-08-07,M,W,41,41
3983,2018-08-07,M,W,41,41
3984,2018-08-07,M,W,35,35
3985,2018-08-07,M,B,47,48
3986,2018-08-07,M,W,23,25
3987,2018-08-07,M,B,25,26
3988,2018-08-07,M,W,27,29
3989,2018-08-07,M,B,29,30
3990,2018-08-07,M,W,42,43
3991,2018-08-07,M,W,56,57
3992,2018-08-07,M,B,27,28
3993,2018-08-07,M,W,25,26
3994,2018-08-07,M,W,19,20
3995,2018-08-07,M,W,36,37
3996,2018-08-07,M,W,44,45
3997,2018-08-07,M,W,27,28
3998,2018-08-07,M,W,31,32
3999,2018-08-07,M,W,28,29
4000,2018-08-07,M,B,30,31
4001,2018-08-07,M,W,32,33
4002,2018-08-07,M,B,26,26
4003,2018-08-07,M,B,55,56
4004,2018-08-07,M,W,40,41
4005,2018-08-07,M,B,21,22
4006,2018-08-07,M,W,34,35
4007,2018-08-07,M,B,48,49
4008,2018-08-07,M,W,39,39
4009,2018-08-07,M,W,26,27
4010,2018-08-07,M,W,42,42
4011,2018-08-07,M,W,18,19
4012,2018-08-07,M,B,27,27
4013,2018-08-07,M,W,21,21
4014,2018-08-07,M,B,31,31
4015,2018-08-07,M,B,26,26
4016,2018-08-07,M,B,31,31
4017,2018-08-07,M,B,41,41
4018,2018-08-07,M,W,30,30
4019,2018-08-07,M,W,21,22
4020,2018-08-07,M,W,32,32
4021,2018-08-07,M,B,45,45
4022,2018-08-07,M,W,33,33
4023,2018-08-07,M,W,38,38
4024,2018-08-07,M,B,29,30
4025,2018-08-07,M,B,42,42
4026,2018-08-07,M,B,28,28
4027,2018-08-07,M,B,26,27
4028,2018-08-07,M,W,24,24
4029,2018-08-07,M,W,37,37
4030,2018-08-07,M,B,50,50
4031,2018-08-07,M,x,48,49
4032,2018-08-07,M,B,50,50
4033,2018-08-07,M,B,33,34
4034,2018-08-07,M,B,30,31
4035,2018-08-07,M,B,22,23
4036,2018-08-07,M,W,43,43
4037,2018-08-07,M,B,54,54
4038,2018-08-07,M,B,24,24
4039,2018-08-07,M,W,27,27
4040,2018-08-07,M,W,39,40
4041,2018-08-07,M,W,32,33
4042,2018-08-07,M,W,27,28
4043,2018-08-07,M,B,36,36
4044,2018-08-07,M,W,46,47
4045,2018-08-07,M,W,57,57
4046,2018-08-07,M,B,27,27
4047,2018-08-07,M,W,50,50
4048,2018-08-07,M,W,41,41
4049,2018-08-07,M,W,46,50
4050,2018-08-07,M,W,63,65
4051,2018-08-07,M,W,60,63
4052,2018-08-07,M,B,23,25
4053,2018-08-07,M,B,33,35
4054,2018-08-07,M,B,42,44
4055,2018-08-07,M,B,33,34
4056,2018-08-07,M,W,48,49
4057,2018-08-07,M,B,26,27
4058,2018-08-07,M,B,30,31
4059,2018-08-07,M,W,31,32
4060,2018-08-07,M,B,23,24
4061,2018-08-07,M,B,26,26
4062,2018-08-07,M,W,24,25
4063,2018-08-07,M,B,38,39
4064,2018-08-07,M,B,24,25
4065,2018-08-07,M,W,58,59
4066,2018-08-07,M,B,42,43
4067,2018-08-07,M,W,45,46
4068,2018-08-07,M,B,24,24
4069,2018-08-07,M,W,33,33
4070,2018-08-07,M,B,42,42
4071,2018-08-07,M,B,55,56
4072,2018-08-07,M,W,31,31
4073,2018-08-07,M,B,31,31
4074,2018-08-07,M,W,27,27
4075,2018-08-07,M,B,22,23
4076,2018-08-07,M,B,37,38
4077,2018-08-07,M,W,33,33
4078,2018-08-07,M,W,28,28
4079,2018-08-07,M,B,54,54
4080,2018-08-07,M,W,68,68
4081,2018-08-07,M,B,24,24
4082,2018-08-07,M,B,31,31
4083,2018-08-07,M,W,25,26
4084,2018-08-07,M,B,55,55
4085,2018-08-07,M,B,31,31
4086,2018-08-07,M,W,51,51
4087,2018-08-07,M,B,56,56
4088,2018-08-07,M,B,31,32
4089,2018-08-07,M,B,28,28
4090,2018-08-07,M,W,27,27
4091,2018-08-07,M,W,50,51
4092,2018-08-07,M,W,50,50
4093,2018-08-07,M,B,27,27
4094,2018-08-07,M,B,41,41
4095,2018-08-07,M,W,23,23
4096,2018-08-07,M,W,49,49
4097,2018-08-07,M,W,68,68
4098,2018-08-07,M,B,18,18
4099,2018-08-07,M,B,28,28
4100,2018-08-07,M,B,24,24
4101,2018-08-07,M,B,23,23
4102,2018-08-07,M,W,47,47
4103,2018-08-07,F,W,49,50
4104,2018-08-07,F,W,47,48
4105,2018-08-07,F,W,41,41
4106,2018-08-07,F,W,47,47
4107,2018-08-07,F,W,27,27
4108,2018-08-07,F,B,58,59
4109,2018-08-07,F,B,43,43
4110,2018-08-07,F,W,52,52
4111,2018-08-07,F,W,23,23
4112,2018-08-07,F,B,37,37
4113,2018-08-07,F,B,27,28
4114,2018-08-07,F,W,41,41
4115,2018-08-07,F,W,30,30
4116,2018-08-07,F,B,42,42
4117,2018-08-07,F,B,33,33
4118,2018-08-07,F,W,39,39
4119,2018-08-07,F,W,29,30
4120,2018-08-07,F,W,32,32
4121,2018-08-07,F,W,52,52
4122,2018-08-07,F,B,45,45
4123,2018-08-07,F,B,29,29
4124,2018-08-07,F,B,25,27
4125,2018-08-07,F,W,27,28
4126,2018-08-07,F,W,38,39
4127,2018-08-07,F,B,48,49
4128,2018-08-07,F,W,26,26
4129,2018-08-07,F,W,61,61
4130,2018-08-07,F,B,26,26
4131,2018-08-07,F,B,35,36
4132,2018-08-07,F,W,27,27
4133,2018-08-07,F,W,45,45
4134,2018-08-07,F,W,20,21
4135,2018-08-07,F,B,29,29
4136,2018-08-07,F,W,64,64
4137,2018-08-07,F,B,26,26
4138,2018-08-07,F,B,35,35
4139,2018-08-07,F,W,67,67
4140,2018-08-07,F,W,37,37
4141,2018-08-07,F,W,44,44
4142,2018-08-07,F,W,29,29
4143,2018-08-07,F,W,53,53
4144,2018-08-07,F,B,32,32
4145,2018-08-07,F,W,42,42
4146,2018-08-07,F,B,22,22
4147,2018-08-07,F,W,33,33
4148,2018-08-07,M,B,19,24
4149,2018-08-07,M,B,34,37
4150,2018-08-07,M,B,29,32
4151,2018-08-07,M,B,22,25
4152,2018-08-07,M,B,21,24
4153,2018-08-07,M,B,32,35
4154,2018-08-07,M,B,22,25
4155,2018-08-07,M,W,18,20
4156,2018-08-07,M,B,29,30
4157,2018-08-07,M,B,21,23
4158,2018-08-07,M,B,22,24
4159,2018-08-07,M,B,20,22
4160,2018-08-07,M,B,18,20
4161,2018-08-07,M,B,53,54
4162,2018-08-07,M,B,24,25
4163,2018-08-07,M,B,37,38
4164,2018-08-07,M,B,35,36
4165,2018-08-07,M,B,52,53
4166,2018-08-07,M,B,21,22
4167,2018-08-07,M,B,23,24
4168,2018-08-07,M,B,20,21
4169,2018-08-07,M,B,27,28
4170,2018-08-07,M,B,20,22
4171,2018-08-07,M,B,23,24
4172,2018-08-07,M,B,24,25
4173,2018-08-07,M,B,21,22
4174,2018-08-07,M,B,31,32
4175,2018-08-07,M,B,23,24
4176,2018-08-07,M,B,36,37
4177,2018-08-07,M,B,20,21
4178,2018-08-07,M,B,28,28
4179,2018-08-07,M,B,23,24
4180,2018-08-07,M,B,20,21
4181,2018-08-07,M,B,21,22
4182,2018-08-07,M,B,26,27
4183,2018-08-07,M,B,23,24
4184,2018-08-07,M,B,27,28
4185,2018-08-07,M,B,19,20
4186,2018-08-07,M,B,19,20
4187,2018-08-07,M,B,21,21
4188,2018-08-07,M,B,24,24
4189,2018-08-07,M,B,19,20
4190,2018-08-07,M,B,23,24
4191,2018-08-07,M,W,32,32
4192,2018-08-07,M,B,24,24
4193,2018-08-07,M,B,21,21
4194,2018-08-07,M,B,20,21
4195,2018-08-07,M,B,26,27
4196,2018-08-07,M,B,18,18
4197,2018-08-07,M,B,23,23
4198,2018-08-07,M,B,25,25
4199,2018-08-07,M,B,20,20
4200,2018-08-07,M,B,26,26
4201,2018-08-07,M,B,19,19
4202,2018-08-07,M,B,26,26
4203,2018-08-07,M,B,18,18
4204,2018-08-07,M,B,42,42
4205,2018-08-07,M,B,34,35
4206,2018-08-07,M,W,32,33
4207,2018-08-07,M,B,22,22
4208,2018-08-07,M,B,37,37
4209,2018-08-07,M,B,29,29
4210,2018-08-07,M,x,20,20
4211,2018-08-07,M,B,22,22
4212,2018-08-07,M,B,22,22
4213,2018-08-07,M,B,23,23
4214,2018-08-07,M,B,32,32
4215,2018-08-07,M,B,30,30
4216,2018-08-07,M,B,23,23
4217,2018-08-07,M,B,29,29
4218,2018-08-07,M,B,27,27
4219,2018-08-07,M,B,25,26
4220,2018-08-07,M,B,37,37
4221,2018-08-07,M,B,59,59
4222,2018-08-07,M,B,30,30
4223,2018-08-07,M,B,50,50
4224,2018-08-07,M,B,25,25
4225,2018-08-07,M,B,24,24
4226,2018-08-07,M,B,32,32
4227,2018-08-07,M,B,28,28
4228,2018-08-07,M,B,28,28
4229,2018-08-07,M,B,20,20
4230,2018-08-07,M,B,21,21
4231,2018-08-07,M,B,29,31
4232,2018-08-07,M,B,21,23
4233,2018-08-07,M,B,20,22
4234,2018-08-07,M,B,20,21
4235,2018-08-07,M,B,26,27
4236,2018-08-07,M,B,20,21
4237,2018-08-07,M,B,21,22
4238,2018-08-07,M,B,21,22
4239,2018-08-07,M,B,23,24
4240,2018-08-07,M,B,31,32
4241,2018-08-07,M,B,19,20
4242,2018-08-07,M,B,25,26
4243,2018-08-07,M,B,39,40
4244,2018-08-07,M,B,23,24
4245,2018-08-07,M,B,23,25
4246,2018-08-07,M,W,36,37
4247,2018-08-07,M,B,37,38
4248,2018-08-07,M,B,28,30
4249,2018-08-07,M,B,24,25
4250,2018-08-07,M,B,28,29
4251,2018-08-07,M,B,18,19
4252,2018-08-07,M,U,67,67
4253,2018-08-07,M,W,33,34
4254,2018-08-07,M,W,19,20
4255,2018-08-07,M,B,20,20
4256,2018-08-07,M,B,36,37
4257,2018-08-07,M,B,26,27
4258,2018-08-07,M,W,28,29
4259,2018-08-07,M,B,23,24
4260,2018-08-07,M,B,36,37
4261,2018-08-07,M,B,61,62
4262,2018-08-07,M,B,30,30
4263,2018-08-07,M,B,30,30
4264,2018-08-07,M,B,34,34
4265,2018-08-07,M,B,45,46
4266,2018-08-07,M,B,22,23
4267,2018-08-07,M,B,24,25
4268,2018-08-07,M,B,31,31
4269,2018-08-07,M,B,21,21
4270,2018-08-07,M,B,31,32
4271,2018-08-07,M,B,32,32
4272,2018-08-07,M,B,21,21
4273,2018-08-07,M,B,21,21
4274,2018-08-07,M,W,48,48
4275,2018-08-07,M,B,22,23
4276,2018-08-07,M,B,22,22
4277,2018-08-07,M,B,24,25
4278,2018-08-07,M,B,22,23
4279,2018-08-07,M,B,23,23
4280,2018-08-07,M,B,24,24
4281,2018-08-07,M,B,31,31
4282,2018-08-07,M,B,23,23
4283,2018-08-07,M,B,20,20
4284,2018-08-07,M,B,27,27
4285,2018-08-07,M,B,29,29
4286,2018-08-07,M,B,29,29
4287,2018-08-07,M,B,20,21
4288,2018-08-07,M,B,25,25
4289,2018-08-07,M,B,22,22
4290,2018-08-07,M,B,24,24
4291,2018-08-07,M,B,21,22
4292,2018-08-07,M,B,28,28
4293,2018-08-07,M,W,40,41
4294,2018-08-07,M,B,21,22
4295,2018-08-07,M,B,24,24
4296,2018-08-07,M,B,29,30
4297,2018-08-07,M,B,36,36
4298,2018-08-07,M,B,27,27
4299,2018-08-07,M,B,36,37
4300,2018-08-07,M,A,40,40
4301,2018-08-07,M,B,28,28
4302,2018-08-07,M,B,29,29
4303,2018-08-07,M,B,34,34
4304,2018-08-07,M,B,32,32
4305,2018-08-07,M,W,35,35
4306,2018-08-07,M,B,44,44
4307,2018-08-07,M,B,20,20
4308,2018-08-07,M,B,37,37
4309,2018-08-07,M,B,28,28
4310,2018-08-07,M,B,58,58
4311,2018-08-07,M,B,28,28
4312,2018-08-07,M,B,29,29
4313,2018-08-07,M,B,30,30
4314,2018-08-07,M,B,45,45
4315,2018-08-07,M,B,23,23
4316,2018-08-07,M,B,18,23
4317,2018-08-07,M,B,60,62
4318,2018-08-07,M,B,25,27
4319,2018-08-07,M,B,29,31
4320,2018-08-07,M,W,22,24
4321,2018-08-07,M,W,22,24
4322,2018-08-07,M,W,21,23
4323,2018-08-07,M,W,49,50
4324,2018-08-07,M,W,25,27
4325,2018-08-07,M,W,21,22
4326,2018-08-07,M,W,35,36
4327,2018-08-07,M,W,48,50
4328,2018-08-07,M,W,35,36
4329,2018-08-07,M,B,31,32
4330,2018-08-07,M,B,34,35
4331,2018-08-07,M,B,62,63
4332,2018-08-07,M,W,44,46
4333,2018-08-07,M,W,29,30
4334,2018-08-07,M,W,50,51
4335,2018-08-07,M,W,54,54
4336,2018-08-07,M,B,18,19
4337,2018-08-07,M,W,65,65
4338,2018-08-07,M,W,35,36
4339,2018-08-07,M,B,30,30
4340,2018-08-07,M,B,23,24
4341,2018-08-07,M,B,31,32
4342,2018-08-07,M,B,23,24
4343,2018-08-07,M,W,48,49
4344,2018-08-07,M,B,33,34
4345,2018-08-07,M,B,50,51
4346,2018-08-07,M,B,23,23
4347,2018-08-07,M,B,21,21
4348,2018-08-07,M,W,42,42
4349,2018-08-07,M,B,27,27
4350,2018-08-07,M,A,24,24
4351,2018-08-07,M,W,39,40
4352,2018-08-07,M,W,28,28
4353,2018-08-07,M,W,22,22
4354,2018-08-07,M,B,36,36
4355,2018-08-07,M,B,35,36
4356,2018-08-07,M,W,22,22
4357,2018-08-07,M,W,33,33
4358,2018-08-07,M,W,44,44
4359,2018-08-07,M,W,31,31
4360,2018-08-07,M,W,21,21
4361,2018-08-07,M,W,44,44
4362,2018-08-07,M,W,29,29
4363,2018-08-07,M,W,28,29
4364,2018-08-07,M,B,26,26
4365,2018-08-07,M,B,33,34
4366,2018-08-07,M,B,24,24
4367,2018-08-07,M,W,24,24
4368,2018-08-07,M,W,28,28
4369,2018-08-07,M,W,19,20
4370,2018-08-07,M,B,37,37
4371,2018-08-07,M,W,32,32
4372,2018-08-07,M,W,47,47
4373,2018-08-07,M,B,19,19
4374,2018-08-07,M,W,35,35
4375,2018-08-07,M,W,33,34
4376,2018-08-07,M,B,24,24
4377,2018-08-07,M,W,27,27
4378,2018-08-07,M,B,25,25
4379,2018-08-07,M,W,49,49
4380,2018-08-07,M,W,44,44
4381,2018-08-07,M,W,53,53
4382,2018-08-07,M,B,59,59
4383,2018-08-07,M,B,56,56
4384,2018-08-07,M,W,28,28
4385,2018-08-07,M,W,36,36
4386,2018-08-07,M,B,56,62
4387,2018-08-07,M,W,33,37
4388,2018-08-07,M,B,20,23
4389,2018-08-07,M,B,25,28
4390,2018-08-07,M,B,17,20
4391,2018-08-07,M,B,61,63
4392,2018-08-07,M,W,30,33
4393,2018-08-07,M,B,37,39
4394,2018-08-07,M,B,24,26
4395,2018-08-07,M,B,29,30
4396,2018-08-07,M,B,48,49
4397,2018-08-07,M,W,19,20
4398,2018-08-07,M,W,51,53
4399,2018-08-07,M,B,34,35
4400,2018-08-07,M,W,30,31
4401,2018-08-07,M,B,25,26
4402,2018-08-07,M,W,35,36
4403,2018-08-07,M,W,35,36
4404,2018-08-07,M,B,29,30
4405,2018-08-07,M,B,25,26
4406,2018-08-07,M,W,59,60
4407,2018-08-07,M,B,23,24
4408,2018-08-07,M,B,19,20
4409,2018-08-07,M,W,37,38
4410,2018-08-07,M,B,21,21
4411,2018-08-07,M,W,30,30
4412,2018-08-07,M,W,31,32
4413,2018-08-07,M,W,33,34
4414,2018-08-07,M,W,43,44
4415,2018-08-07,M,W,64,65
4416,2018-08-07,M,B,48,49
4417,2018-08-07,M,W,46,46
4418,2018-08-07,M,B,19,19
4419,2018-08-07,M,B,31,32
4420,2018-08-07,M,B,38,39
4421,2018-08-07,M,H,50,51
4422,2018-08-07,M,B,23,24
4423,2018-08-07,M,B,53,53
4424,2018-08-07,M,B,27,27
4425,2018-08-07,M,W,44,45
4426,2018-08-07,M,B,19,20
4427,2018-08-07,M,B,26,26
4428,2018-08-07,M,W,25,26
4429,2018-08-07,M,B,21,21
4430,2018-08-07,M,B,22,22
4431,2018-08-07,M,B,22,22
4432,2018-08-07,M,W,24,24
4433,2018-08-07,M,W,32,32
4434,2018-08-07,M,B,30,30
4435,2018-08-07,M,B,22,22
4436,2018-08-07,M,B,22,22
4437,2018-08-07,M,B,24,24
4438,2018-08-07,M,W,29,29
4439,2018-08-07,M,W,26,27
4440,2018-08-07,M,B,20,20
4441,2018-08-07,M,B,18,18
4442,2018-08-07,M,W,26,26
4443,2018-08-07,M,W,63,63
4444,2018-08-07,M,W,21,21
4445,2018-08-07,M,B,50,50
4446,2018-08-07,M,B,24,24
4447,2018-08-07,M,B,22,25
4448,2018-08-07,M,B,28,31
4449,2018-08-07,M,B,19,22
4450,2018-08-07,M,B,29,31
4451,2018-08-07,M,B,22,24
4452,2018-08-07,M,B,26,28
4453,2018-08-07,M,B,23,24
4454,2018-08-07,M,B,28,30
4455,2018-08-07,M,B,23,25
4456,2018-08-07,M,B,25,26
4457,2018-08-07,M,B,26,27
4458,2018-08-07,M,B,19,21
4459,2018-08-07,M,B,25,27
4460,2018-08-07,M,B,42,43
4461,2018-08-07,M,W,28,29
4462,2018-08-07,M,B,23,24
4463,2018-08-07,M,B,25,26
4464,2018-08-07,M,B,18,19
4465,2018-08-07,M,B,25,26
4466,2018-08-07,M,B,41,42
4467,2018-08-07,M,B,23,24
4468,2018-08-07,M,B,25,25
4469,2018-08-07,M,B,25,26
4470,2018-08-07,M,B,33,34
4471,2018-08-07,M,B,38,39
4472,2018-08-07,M,B,28,29
4473,2018-08-07,M,W,59,59
4474,2018-08-07,M,B,28,29
4475,2018-08-07,M,W,23,24
4476,2018-08-07,M,B,21,21
4477,2018-08-07,M,B,42,42
4478,2018-08-07,M,B,36,37
4479,2018-08-07,M,B,21,22
4480,2018-08-07,M,W,24,25
4481,2018-08-07,M,W,35,36
4482,2018-08-07,M,B,22,22
4483,2018-08-07,M,B,26,26
4484,2018-08-07,M,B,36,37
4485,2018-08-07,M,W,20,21
4486,2018-08-07,M,B,21,21
4487,2018-08-07,M,B,25,25
4488,2018-08-07,M,B,31,31
4489,2018-08-07,M,B,35,35
4490,2018-08-07,M,B,30,30
4491,2018-08-07,M,B,33,33
4492,2018-08-07,M,B,27,28
4493,2018-08-07,M,B,24,24
4494,2018-08-07,M,B,37,37
4495,2018-08-07,M,B,23,23
4496,2018-08-07,M,B,25,26
4497,2018-08-07,M,B,46,46
4498,2018-08-07,M,A,43,43
4499,2018-08-07,M,B,34,34
4500,2018-08-07,M,B,20,20
4501,2018-08-07,M,B,25,25
4502,2018-08-07,M,B,25,25
4503,2018-08-07,M,B,24,25
4504,2018-08-07,M,B,22,23
4505,2018-08-07,M,B,31,31
4506,2018-08-07,M,B,38,38
4507,2018-08-07,M,B,21,21
4508,2018-08-07,M,W,56,56
4509,2018-08-07,M,W,35,35
4510,2018-08-07,M,B,23,23
4511,2018-08-07,M,B,29,29
4512,2018-08-07,M,B,30,33
4513,2018-08-07,M,B,23,26
4514,2018-08-07,M,B,17,20
4515,2018-08-07,M,B,26,28
4516,2018-08-07,M,B,30,32
4517,2018-08-07,M,B,28,29
4518,2018-08-07,M,B,16,18
4519,2018-08-07,M,W,23,24
4520,2018-08-07,M,B,53,54
4521,2018-08-07,M,B,34,35
4522,2018-08-07,M,W,23,25
4523,2018-08-07,M,B,27,28
4524,2018-08-07,M,B,56,57
4525,2018-08-07,M,B,23,24
4526,2018-08-07,M,B,25,26
4527,2018-08-07,M,B,43,44
4528,2018-08-07,M,B,38,39
4529,2018-08-07,M,B,33,34
4530,2018-08-07,M,B,21,22
4531,2018-08-07,M,W,62,63
4532,2018-08-07,M,B,31,32
4533,2018-08-07,M,B,31,32
4534,2018-08-07,M,B,24,25
4535,2018-08-07,M,B,20,21
4536,2018-08-07,M,W,36,36
4537,2018-08-07,M,B,34,35
4538,2018-08-07,M,B,26,27
4539,2018-08-07,M,B,21,21
4540,2018-08-07,M,B,31,32
4541,2018-08-07,M,B,30,31
4542,2018-08-07,M,W,52,53
4543,2018-08-07,M,B,27,27
4544,2018-08-07,M,B,41,41
4545,2018-08-07,M,B,30,31
4546,2018-08-07,M,B,25,26
4547,2018-08-07,M,W,36,36
4548,2018-08-07,M,W,34,35
4549,2018-08-07,M,B,26,26
4550,2018-08-07,M,B,28,28
4551,2018-08-07,M,W,42,42
4552,2018-08-07,M,W,41,41
4553,2018-08-07,M,B,38,39
4554,2018-08-07,M,B,48,48
4555,2018-08-07,M,B,31,31
4556,2018-08-07,M,W,45,45
4557,2018-08-07,M,B,23,23
4558,2018-08-07,M,x,26,26
4559,2018-08-07,M,B,28,28
4560,2018-08-07,M,B,47,47
4561,2018-08-07,M,B,31,31
4562,2018-08-07,M,B,30,30
4563,2018-08-07,M,B,29,29
4564,2018-08-07,M,B,39,39
4565,2018-08-07,M,B,36,39
4566,2018-08-07,M,B,36,39
4567,2018-08-07,M,B,27,29
4568,2018-08-07,M,B,26,28
4569,2018-08-07,M,B,20,21
4570,2018-08-07,M,B,53,55
4571,2018-08-07,M,B,16,18
4572,2018-08-07,M,B,31,32
4573,2018-08-07,M,W,31,32
4574,2018-08-07,M,B,23,24
4575,2018-08-07,M,B,24,25
4576,2018-08-07,M,B,19,20
4577,2018-08-07,M,B,39,39
4578,2018-08-07,M,B,29,30
4579,2018-08-07,M,W,48,48
4580,2018-08-07,M,B,22,23
4581,2018-08-07,M,B,25,26
4582,2018-08-07,M,B,32,33
4583,2018-08-07,M,B,21,21
4584,2018-08-07,M,B,19,20
4585,2018-08-07,M,B,25,25
4586,2018-08-07,M,B,27,27
4587,2018-08-07,M,B,20,20
4588,2018-08-07,M,B,19,20
4589,2018-08-07,M,B,55,55
4590,2018-08-07,M,W,24,24
4591,2018-08-07,M,B,28,29
4592,2018-08-07,M,B,28,28
4593,2018-08-07,M,W,23,23
4594,2018-08-07,M,W,22,23
4595,2018-08-07,M,B,28,29
4596,2018-08-07,M,B,37,37
4597,2018-08-07,M,B,28,28
4598,2018-08-07,M,W,26,26
4599,2018-08-07,M,B,24,24
4600,2018-08-07,M,B,54,54
4601,2018-08-07,M,W,22,22
4602,2018-08-07,M,H,54,54
4603,2018-08-07,M,B,19,19
4604,2018-08-07,M,B,50,50
4605,2018-08-07,M,W,36,36
4606,2018-08-07,M,x,24,24
4607,2018-08-07,M,W,27,27
4608,2018-08-07,M,B,25,25
4609,2018-08-07,M,W,44,44
4610,2018-08-07,M,W,21,21
4611,2018-08-07,M,B,23,23
4612,2018-08-07,M,W,33,33
4613,2018-08-07,M,W,59,59
4614,2018-08-07,M,W,36,36
4615,2018-08-07,M,W,38,38
4616,2018-08-07,M,B,37,38
4617,2018-08-07,M,W,62,62
4618,2018-08-07,M,B,28,28
4619,2018-08-07,M,B,36,36
4620,2018-08-07,M,B,19,19
4621,2018-08-07,M,B,19,19
4622,2018-08-07,F,B,32,32
4623,2018-08-07,M,W,55,55
4624,2018-08-07,M,W,52,52
4625,2018-08-07,M,W,40,40
4626,2018-08-07,M,B,27,27
4627,2018-08-07,M,W,47,47
4628,2018-08-07,M,W,32,32
4629,2018-08-07,M,B,22,22
4630,2018-08-07,M,W,40,40
4631,2018-08-07,M,W,61,61
4632,2018-08-07,M,W,22,22
4633,2018-08-07,M,B,29,29
4634,2018-08-07,M,B,18,18
4635,2018-08-07,M,W,46,46
4636,2018-08-07,F,W,30,30
4637,2018-08-07,F,W,52,52
4638,2018-08-07,F,W,34,34
4639,2018-08-08,M,B,26,28
4640,2018-08-08,M,B,31,32
4641,2018-08-08,M,B,25,27
4642,2018-08-08,M,B,33,34
4643,2018-08-08,M,B,21,22
4644,2018-08-08,M,B,39,40
4645,2018-08-08,M,W,30,31
4646,2018-08-08,M,W,24,25
4647,2018-08-08,M,W,37,39
4648,2018-08-08,M,B,24,25
4649,2018-08-08,M,B,46,47
4650,2018-08-08,M,B,25,26
4651,2018-08-08,M,B,40,41
4652,2018-08-08,M,W,40,41
4653,2018-08-08,M,W,25,26
4654,2018-08-08,M,W,45,46
4655,2018-08-08,M,W,38,39
4656,2018-08-08,M,B,21,21
4657,2018-08-08,M,W,42,42
4658,2018-08-08,M,W,42,43
4659,2018-08-08,M,B,44,45
4660,2018-08-08,M,W,34,35
4661,2018-08-08,M,B,24,25
4662,2018-08-08,M,B,35,36
4663,2018-08-08,M,B,21,22
4664,2018-08-08,M,B,25,26
4665,2018-08-08,M,W,45,46
4666,2018-08-08,M,B,40,41
4667,2018-08-08,M,B,23,23
4668,2018-08-08,M,W,25,26
4669,2018-08-08,M,B,44,44
4670,2018-08-08,M,W,33,34
4671,2018-08-08,M,W,52,52
4672,2018-08-08,M,B,56,56
4673,2018-08-08,M,W,20,21
4674,2018-08-08,M,B,60,61
4675,2018-08-08,M,W,26,26
4676,2018-08-08,M,B,31,31
4677,2018-08-08,M,B,23,24
4678,2018-08-08,M,B,31,32
4679,2018-08-08,M,B,45,45
4680,2018-08-08,M,B,21,21
4681,2018-08-08,M,B,23,24
4682,2018-08-08,M,W,34,34
4683,2018-08-08,M,x,21,21
4684,2018-08-08,M,B,62,62
4685,2018-08-08,M,B,27,27
4686,2018-08-08,M,W,26,26
4687,2018-08-08,M,W,33,34
4688,2018-08-08,M,B,19,19
4689,2018-08-08,M,W,21,21
4690,2018-08-08,M,B,20,21
4691,2018-08-08,M,W,34,35
4692,2018-08-08,M,W,30,30
4693,2018-08-08,M,W,45,45
4694,2018-08-08,M,W,32,32
4695,2018-08-08,M,W,59,59
4696,2018-08-08,M,W,25,25
4697,2018-08-08,M,B,37,38
4698,2018-08-08,M,B,21,21
4699,2018-08-08,M,B,24,25
4700,2018-08-08,M,W,35,35
4701,2018-08-08,M,B,40,40
4702,2018-08-08,M,B,27,27
4703,2018-08-08,M,W,33,34
4704,2018-08-08,M,B,38,38
4705,2018-08-08,M,B,53,53
4706,2018-08-08,M,B,29,29
4707,2018-08-08,M,W,31,32
4708,2018-08-08,M,B,35,35
4709,2018-08-08,M,B,49,50
4710,2018-08-08,M,W,52,53
4711,2018-08-08,M,W,32,32
4712,2018-08-08,M,W,31,31
4713,2018-08-08,M,B,51,51
4714,2018-08-08,M,x,39,39
4715,2018-08-08,M,W,29,30
4716,2018-08-08,M,W,27,27
4717,2018-08-08,M,W,41,41
4718,2018-08-08,M,W,23,23
4719,2018-08-08,M,W,51,52
4720,2018-08-08,M,B,27,27
4721,2018-08-08,M,W,29,29
4722,2018-08-08,M,W,25,25
4723,2018-08-08,M,W,35,35
4724,2018-08-08,M,W,36,36
